,code,product_name,quantity,packaging_en,brands_en,categories_en,origins_en,labels_en,countries_en,nutriscore_grade,pnns_groups_1,pnns_groups_2,food_groups_en,environmental_score_score,environmental_score_grade,main_category_en,carbon-footprint_1kg
1772,6413300018004,Kalinka persikka-lakka jogurtti,,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts",,No lactose,Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Yogurts,1.05
1773,6413300025255,Viili Luonto + vadelma,,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Viili,se:Filmjölk med frukt",,No additives,Finland,b,Milk and dairy products,Dairy desserts,"Milk and dairy products,Dairy desserts",,,se:Filmjölk med frukt,2.05
1774,6413300025606,Rahka vanilja,,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Quarks",,Made in Germany,Finland,a,Milk and dairy products,Dairy desserts,"Milk and dairy products,Dairy desserts",,,Quarks,2.05
1775,6413300025613,Rahka vadelma,,,Arla,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Fermented dairy desserts with fruits,Quarks,Fruit quarks",,Made in Germany,Finland,a,Milk and dairy products,Dairy desserts,"Milk and dairy products,Dairy desserts",,,Fruit quarks,2.05
1776,6413467303500,Kauravarras 100 %,,,Fazer,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads",,"Source of fibre,High fibres,No additives",Finland,a,Cereals and potatoes,Bread,"Cereals and potatoes,Bread",,,Breads,2.5
1777,6413467554209,Ruisrieska,,,Oululainen,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Rye breads",,"Source of fibre,High fibres,No lactose,fi:Hyvää Suomesta",Finland,a,Cereals and potatoes,Bread,"Cereals and potatoes,Bread",,,Rye breads,2.5
1778,6413600017509,Novelle plus aprikoosi,,,Hartwall,"Beverages,Carbonated drinks,Waters,Carbonated waters,Flavored waters,Flavored sparkling waters",,Avainlippu,Finland,unknown,Beverages,Sweetened beverages,"Beverages,Sweetened beverages",,,Flavored sparkling waters,0.55
1779,6415130048916,Blueberry juice drink,,,,"Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages",,"No preservatives,FSC,FSC Mix",Finland,e,Beverages,Sweetened beverages,"Beverages,Sweetened beverages",,,Fruit-based beverages,0.55
1780,6415600548823,Fanta Vadelma & Passionhedelmä,,,fanta,"Beverages,Carbonated drinks,Sodas",,"Low or no sugar,Low sugar,Reduced sugar,30% less sugar",Finland,unknown,Beverages,Sweetened beverages,"Beverages,Sweetened beverages",,,Sodas,0.55
1781,6415712600556,Ananas,,,Rainbow,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits,Tropical fruits,Pineapple",,Rainforest Alliance,Finland,a,Fruits and vegetables,Fruits,"Fruits and vegetables,Fruits",,,Pineapple,1.0
1782,6415712702267,Luomu täysjyväspagetti,,,Rainbow,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas,Spaghetti",,"Organic,EU Organic,IT-BIO-009,Made in Italy",Finland,unknown,Cereals and potatoes,Cereals,"Cereals and potatoes,Cereals",,,Spaghetti,2.65
1783,6415717803600,Fettuccine,,,Rainbow,"Plant-based foods and beverages,Plant-based foods,Pastas",,Made in Italy,Finland,a,Cereals and potatoes,Cereals,"Cereals and potatoes,Cereals",,,Pastas,2.65
1784,6416453016538,Orange & crisps dark chocolate,,,Fazer,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates",,No gluten,Finland,e,Sugary snacks,Chocolate products,"Sugary snacks,Chocolate products",,,Dark chocolates,2.95
1785,6416453018723,Crunchy hazelnut,,,Fazer,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates,Chocolates with hazelnuts,Dark chocolates with hazelnuts",,"Vegetarian,Vegan",Finland,e,Sugary snacks,Chocolate products,"Sugary snacks,Chocolate products",,,Dark chocolates with hazelnuts,2.95
1786,6416453117426,Xylimax Pro Peppermint Purukumi,,,Fazer,"Snacks,Sweet snacks,Confectioneries,Sweeteners,Food additives,Sugar substitutes,Natural sugar substitutes,Chewing gum,Sugar-free chewing gum,Xylitol",,Excessive consumption can have laxative effects,Finland,not-applicable,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Xylitol,2.95
1787,6416597114619,Nalle,,,Nalle,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Flakes,Cereal flakes",,"Source of fibre,High fibres,fi:Sydänmerkki",Finland,a,Cereals and potatoes,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",,,Cereal flakes,2.65
1788,6416710301117,Original Feta PDO,,,Filos,"Dairies,Fermented foods,Fermented milk products,Cheeses,Greek cheeses,Feta",,PDO,Finland,d,Milk and dairy products,Cheese,"Milk and dairy products,Cheese",,,Feta,12.05
1789,6417777051106,Mokka-suklaa fudge,,,Maitokolmio,"Dairies,Desserts,Dairy desserts,Puddings",,Rainforest Alliance,Finland,a,Milk and dairy products,Dairy desserts,"Milk and dairy products,Dairy desserts",,,Puddings,2.05
1790,6417777052066,Protein pudding choco peanut butter,,,Tupla,"Dairies,Desserts,Dairy desserts,Creamy puddings",,Rainforest Alliance,Finland,a,Milk and dairy products,Dairy desserts,"Milk and dairy products,Dairy desserts",,,Creamy puddings,2.05
1791,6419811112606,Rapea hedelmämysli,,,Fazer,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Cereals with fruits,Mueslis,Mueslis with fruits",,"Vegetarian,Vegan",Finland,c,Cereals and potatoes,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",,,Mueslis with fruits,2.65
1792,6420256010549,Budapest,,,Cloetta,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Chocolates with praline",,"Sustainable farming,UTZ Certified",Finland,unknown,Sugary snacks,Chocolate products,"Sugary snacks,Chocolate products",,,Chocolates with praline,2.95
1793,6420256012727,Jenkki Original Fruitmix,,,jenkki,"Snacks,Sweet snacks,Confectioneries,Chewing gum",,With sweeteners,Finland,not-applicable,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Chewing gum,2.95
1794,6423400008201,Peanut butter super smooth,,,Amona,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Plant-based spreads,Oilseed purees,Legume butters,Peanut butters",,"Vegetarian,Vegan",Finland,c,Cereals and potatoes,Legumes,"Cereals and potatoes,Legumes",,,Peanut butters,1.55
1795,6430016340373,Cashew Pudding Cappucino,,,Ilo,"Plant-based foods and beverages,Dairy substitutes,Desserts,Non-dairy desserts,Vegan creamy puddings",,No artificial flavors,Finland,c,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Vegan creamy puddings,2.95
1796,6430016343015,Cashew pudding chocolate,,,Ilo,"Plant-based foods and beverages,Dairy substitutes,Desserts,Non-dairy desserts,Chocolate desserts,Vegan creamy puddings,Vegan chocolate puddings",,No artificial flavors,Finland,c,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Vegan chocolate puddings,2.95
1797,6430042025091,Big pro vanilla flavour,,,Maitomaa,"Beverages and beverages preparations,Beverages,Dairies,Dairy drinks,Flavoured milks,Vanilla milks",,"FSC,No lactose",Finland,c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",,,Vanilla milks,1.05
1798,6430042025152,Big pro strawberry flavour high protein drink,,,Maitomaa,"Beverages and beverages preparations,Beverages,Dairies,Dairy drinks",,"FSC,FSC Mix,No lactose",Finland,c,Beverages,Sweetened beverages,"Beverages,Sweetened beverages",,,Dairy drinks,0.55
1799,6430044380600,Organic pomegranate juice,,,Euro-east,"Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices,Pomegranate juices",,No added sugar,Finland,unknown,Beverages,Fruit juices,"Beverages,Fruit juices",,,Pomegranate juices,0.95
1800,6430048231007,Chia good kolme marjaa,,,Foodin,"Desserts,Puddings,Chia puddings",,"Organic,EU Organic,Non-EU Agriculture,EU Agriculture,EU/non-EU Agriculture,FI-EKO-201",Finland,c,Milk and dairy products,Dairy desserts,"Milk and dairy products,Dairy desserts",,,Chia puddings,2.05
1801,6430064997369,,,,,"Beverages,Alcoholic beverages,Beers",,"No gluten,Vegetarian,Vegan",Finland,not-applicable,Alcoholic beverages,Alcoholic beverages,Alcoholic beverages,,,Beers,0.65
1802,6430066321308,Hazelnuts pea protein dates oats,,,Oat-laws,"Snacks,Sweet snacks,Bars,Dietary supplements,Bodybuilding supplements,Protein bars",,"Vegetarian,Vegan,The Vegan Society",Finland,d,Sugary snacks,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",,,Protein bars,2.5
1803,6430066321360,The oat bite blueberry,,,Oatlaws,"Snacks,Sweet snacks,Bars",,"Vegetarian,Vegan,The Vegan Society",Finland,d,Sugary snacks,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",,,Bars,2.5
1804,6430067844523,Promour choco  and hazelnut,,,Leader,"Snacks,Sweet snacks,Bars,Dietary supplements,Bodybuilding supplements,Protein bars",,"No gluten,No added sugar,Rainforest Alliance,Rainforest Alliance Cocoa",Finland,unknown,Sugary snacks,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",,,Protein bars,2.5
1805,6430081490119,Mango soyghurt,,,Planti,"Plant-based foods and beverages,Fermented foods,Dairy substitutes,Desserts,Non-dairy desserts,Non-dairy fermented foods,Non-dairy yogurts,Soy milk yogurts,Fruit soy yogurts",,"Organic,EU Organic,Non-EU Agriculture,EU Agriculture,EU/non-EU Agriculture,FI-EKO-201",Finland,b,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Fruit soy yogurts,2.95
1806,6430081490560,Gingerbread Flavour Barista Oat Drink,,,"Oddlygood,Valio","Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based foods,Cereals and potatoes,Dairy substitutes,Cereals and their products,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Cereal-based drinks,Oat-based drinks",,No gluten,Finland,d,Beverages,Plant-based milk substitutes,"Beverages,Plant-based milk substitutes",,,Oat-based drinks,0.9
1807,6430081490614,Cinnamon roll barista oat drink,,,,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based foods,Cereals and potatoes,Dairy substitutes,Cereals and their products,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Cereal-based drinks,Oat-based drinks",,"No gluten,Vegetarian,Vegan",Finland,d,Beverages,Plant-based milk substitutes,"Beverages,Plant-based milk substitutes",,,Oat-based drinks,0.9
1808,6430081490645,Wonder plant oat & soy drink,,,Oddly-good,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Dairy substitutes,Milk substitutes,Plant-based beverages,Plant-based milk alternatives",,No gluten,Finland,b,Beverages,Plant-based milk substitutes,"Beverages,Plant-based milk substitutes",,,Plant-based milk alternatives,0.9
1809,6431901840428,Gluteeiniton tumma leipä,,,Moilas,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads",,"No gluten,No lactose",Finland,unknown,Cereals and potatoes,Bread,"Cereals and potatoes,Bread",,,Breads,2.5
1810,64331805,Multivitaminsaft,,,M-classic,"Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices",,"Fair trade,Fairtrade International,Max Havelaar",Finland,unknown,Beverages,Fruit juices,"Beverages,Fruit juices",,,Fruit juices,0.95
1811,6436000017504,Sokeriton Suklaa,,,,"Snacks,Sweet snacks,Cocoa and its products,Chocolates",,"No gluten,No lactose",Finland,d,Sugary snacks,Chocolate products,"Sugary snacks,Chocolate products",,,Chocolates,2.95
1812,6436000091108,Moccakyss,,,Brunberg,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolate candies",,No lactose,Finland,e,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Chocolate candies,2.95
1813,6458740001407,Riz au lait vanille bio,,,Gaborit,"Desserts,Puddings,Rice puddings",,"Organic,EU Organic,AB Agriculture Biologique,fr:Bio-Cohérence",Finland,unknown,Milk and dairy products,Dairy desserts,"Milk and dairy products,Dairy desserts",,,Rice puddings,2.05
1814,7310100566638,,,,Semper,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits",,No gluten,Finland,e,Sugary snacks,Biscuits and cakes,"Sugary snacks,Biscuits and cakes",,,Biscuits,2.5
1815,7310240171860,El nacho,,,"Grandiosa,Orkla","Meals,Pizzas pies and quiches,Pizzas",,"FSC,FSC Mix",Finland,c,Composite foods,Pizza pies and quiches,"Composite foods,Pizza pies and quiches",,,Pizzas,2.95
1816,7310240172430,Mozzarella pehmeää mozarellaa,,,"Orkla,Grandiosa","Frozen foods,Meals,Pizzas pies and quiches,Pizzas,Frozen pizzas and pies,Frozen pizzas",,"FSC,FSC Mix",Finland,d,Composite foods,Pizza pies and quiches,"Composite foods,Pizza pies and quiches",,,Frozen pizzas,2.95
1817,7310500109992,Yrttiset uuni- ja grillikasvikset,,,Findus,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Frozen foods,Vegetables,Frozen plant-based foods,Frozen vegetables,Frozen plant-based foods mixes,Mixed vegetables,Frozen mixed vegetables",,"Source of fibre,High fibres",Finland,a,Fruits and vegetables,Vegetables,"Fruits and vegetables,Vegetables",,,Frozen mixed vegetables,1.55
1818,7310532301722,,,,estrella,"Snacks,Salty snacks,Appetizers,Chips and fries,Crisps,fi:sadonkorjuu-perunalastuja",,Green Dot,Finland,d,Salty snacks,Appetizers,"Salty snacks,Appetizers",,,fi:sadonkorjuu-perunalastuja,2.1
1819,7311440600549,Greekstyle gurt soja natural,,,"Kavli,Planti","Plant-based foods and beverages,Fermented foods,Plant-based foods,Dairy substitutes,Desserts,Non-dairy desserts,Non-dairy fermented foods,Non-dairy yogurts,Soy milk yogurts,Plain soy yogurts",,"Organic,Vegetarian,EU Organic,Non-EU Agriculture,Vegan,EU Agriculture,EU/non-EU Agriculture,FI-EKO-201,No lactose,No milk",Finland,c,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Plain soy yogurts,2.95
1820,7311440600570,,,,"Kavli,Planti","Plant-based foods and beverages,Fermented foods,Dairy substitutes,Desserts,Non-dairy desserts,Non-dairy fermented foods,Non-dairy yogurts,Soy milk yogurts,Fruit soy yogurts",,"Vegetarian,Vegan",Finland,b,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Fruit soy yogurts,2.95
1821,7311440600587,Soygurt puolukka & vanilja,,,"Kavli,Planti","Plant-based foods and beverages,Fermented foods,Dairy substitutes,Desserts,Non-dairy desserts,Non-dairy fermented foods,Non-dairy yogurts,Soy milk yogurts,Fruit soy yogurts",,"Vegetarian,Vegan",Finland,b,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Fruit soy yogurts,2.95
1822,7311440600594,Soygurt vanilja,,,"Kavli,Planti","Plant-based foods and beverages,Fermented foods,Dairy substitutes,Desserts,Non-dairy desserts,Non-dairy fermented foods,Non-dairy yogurts,Soy milk yogurts",,"Vegetarian,Vegan",Finland,b,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Soy milk yogurts,2.95
1823,7311440600624,Soygurt passion mango,,,"Kavli,Planti","Plant-based foods and beverages,Fermented foods,Dairy substitutes,Desserts,Non-dairy desserts,Non-dairy fermented foods,Non-dairy yogurts,Soy milk yogurts,Fruit soy yogurts",,"Vegetarian,Vegan,No lactose,No milk",Finland,b,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Fruit soy yogurts,2.95
1824,7312990006539,,,,,"Snacks,Sweet snacks,Confectioneries,Candies",,Green Dot,Finland,unknown,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,Candies,2.95
1825,7322550052715,Touch of taste vasikkafondi,,,Haugen-gruppen-as,"Meats and their products,Meats,Veal meat",,No gluten,Finland,c,Fish Meat Eggs,Meat,"Fish‚ Meat‚ Eggs,Meat,Meat other than poultry",,,Veal meat,43.33
1826,7340191106383,Jäätelöpuikko,,,Xtra,"Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams",,Rainforest Alliance,Finland,d,Milk and dairy products,Ice cream,"Milk and dairy products,Ice cream",,,Ice creams,2.6
1827,7340191160842,Crispy Fish,,,Coop,"Seafood,Fishes and their products,Fish preparations,Breaded products,Breaded fish",,"Sustainable,Sustainable fishery,Sustainable Seafood MSC",Finland,b,Fish Meat Eggs,Fish and seafood,"Fish‚ Meat‚ Eggs,Fish and seafood",,,Breaded fish,8.45
1828,7350042720002,Bearnaise,,,Oluf-lorentzen-as,"Condiments,Sauces,Béarnaise sauce,Groceries",,No gluten,Finland,e,Fat and sauces,Dressings and sauces,"Fats and sauces,Dressings and sauces",,,Groceries,4.607
1829,8002270586859,Naturali Limonata,,,"San-pellegrino,Nestlé","Beverages,Carbonated drinks,Sodas,Lemonade",,Nutriscore,Finland,unknown,Beverages,Sweetened beverages,"Beverages,Sweetened beverages",,,Lemonade,0.55
1830,8024724001381,Panforte di Siena IGP,,,,"Snacks,Desserts,Sweet snacks,Confectioneries,Festive foods,Christmas foods and drinks,Christmas sweets,Panforte,it:Panforte di Siena",,PGI,Finland,unknown,Sugary snacks,Sweets,"Sugary snacks,Sweets",,,it:Panforte di Siena,2.95
1831,8410184016438,Pikariisi,,,Risella,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Rices",,"FSC,FSC Mix,fi:pyr",Finland,b,Cereals and potatoes,Cereals,"Cereals and potatoes,Cereals",,,Rices,2.65
1832,8436006835759,Chocolate ecológico 72%,,,Blanxart,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates",,"No gluten,Organic,Vegetarian,EU Organic,Vegan,ES-ECO-019-CT,No additives",Finland,e,Sugary snacks,Chocolate products,"Sugary snacks,Chocolate products",,,Dark chocolates,2.95
1833,8714100081501,,,,Unilever,"Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams",,"No gluten,Vegetarian,Vegan,No lactose",Finland,unknown,Milk and dairy products,Ice cream,"Milk and dairy products,Ice cream",,,Ice creams,2.6
1834,8719200052802,Oliivi,,,Becel,"Plant-based foods and beverages,Plant-based foods,Spreads,Plant-based spreads,Salted spreads",,"Sustainable,Vegetarian,Omega-3,Sustainable Palm Oil,Vegan,100% vegetable,European Vegetarian Union,European Vegetarian Union Vegan,No lactose,fi:Sydänmerkki",Finland,d,Salty snacks,Salty and fatty products,"Salty snacks,Salty and fatty products",,,Salted spreads,2.1
1835,8719200052864,Becel Kevyt Kasvirasvalevite,,,Becel,"Plant-based foods and beverages,Plant-based foods,Fats,Spreads,Plant-based spreads,Spreadable fats,Vegetable fats,Margarines",,"Vegetarian,Vegan",Finland,unknown,Fat and sauces,Fats,"Fats and sauces,Fats",,,Margarines,6.05
1836,9300462340029,,,,John-west,"Seafood,Fishes and their products,Fishes,Fatty fishes",,"Sustainable,Sustainable fishery,Health Star Rating,Health Star Rating 4,Sustainable Seafood MSC",Finland,unknown,Fish Meat Eggs,Fish and seafood,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish",,,Fatty fishes,8.45
